agent_0_x,agent_0_y,agent_0_archive,agent_0_cluster,agent_1_x,agent_1_y,agent_1_archive,agent_1_cluster,agent_2_x,agent_2_y,agent_2_archive,agent_2_cluster,agent_3_x,agent_3_y,agent_3_archive,agent_3_cluster,agent_4_x,agent_4_y,agent_4_archive,agent_4_cluster,agent_5_x,agent_5_y,agent_5_archive,agent_5_cluster,agent_6_x,agent_6_y,agent_6_archive,agent_6_cluster,agent_7_x,agent_7_y,agent_7_archive,agent_7_cluster,agent_8_x,agent_8_y,agent_8_archive,agent_8_cluster
8.481943177427082,32.04584757395408,mage,-1,1.778752747567042,10.601541425076785,mage,-1,7.285308032981115,26.928817158496784,mage,4,6.098393800288798,16.989809862232757,hunter,2,5.785346849009197,23.543568601748788,hunter,0,5.28290130388386,12.903824700194107,hunter,-1,4.6050497016356156,19.202576721816282,warrior,11,6.345460158654573,33.69641312958151,warrior,-1,8.236616116773021,22.84236512248995,warrior,-1
8.481943177427082,32.04584757395408,mage,-1,1.778752747567042,10.601541425076785,mage,-1,7.222623667359236,27.12645880342405,mage,4,5.918075656170239,16.663180376311466,hunter,3,5.785346849009197,23.543568601748788,hunter,0,5.183806962301544,13.244209364956044,hunter,4,4.6050497016356156,19.202576721816282,warrior,11,6.345460158654573,33.69641312958151,warrior,-1,8.236616116773021,22.84236512248995,warrior,-1
8.481943177427082,32.04584757395408,mage,-1,1.778752747567042,10.601541425076785,mage,-1,7.200142041502183,26.63536468139663,mage,4,5.745012106060839,16.6566094860107,hunter,3,5.785346849009197,23.543568601748788,hunter,0,5.048773229320828,12.941060926347921,hunter,4,4.6050497016356156,19.202576721816282,warrior,11,6.345460158654573,33.69641312958151,warrior,-1,8.236616116773021,22.84236512248995,warrior,-1
8.481943177427082,32.04584757395408,mage,-1,1.778752747567042,10.601541425076785,mage,-1,7.25704244100501,26.85029325492962,mage,4,5.745012106060839,16.6566094860107,mage,6,5.785346849009197,23.543568601748788,hunter,0,5.048773229320828,12.941060926347921,hunter,4,4.6050497016356156,19.202576721816282,warrior,11,5.595029507536491,32.70100743453064,warrior,0,8.236616116773021,22.84236512248995,warrior,-1
8.481943177427082,32.04584757395408,mage,-1,1.778752747567042,10.601541425076785,mage,-1,7.25704244100501,26.85029325492962,mage,4,5.745012106060839,16.6566094860107,mage,6,5.785346849009197,23.543568601748788,hunter,0,5.182052501651763,13.061933463978548,hunter,4,4.6050497016356156,19.202576721816282,warrior,11,5.595029507536491,32.70100743453064,warrior,0,8.122877993677816,27.798386768242903,warrior,-1
8.481943177427082,32.04584757395408,mage,-1,2.491848092003061,18.901578707150534,mage,1,7.25704244100501,26.85029325492962,mage,4,5.745012106060839,16.6566094860107,mage,6,4.489523237845834,24.136134767737037,hunter,6,5.182052501651763,13.061933463978548,hunter,4,5.356231526040119,18.992184421256617,warrior,11,2.1632653254479335,26.46487551163984,warrior,9,8.122877993677816,27.798386768242903,warrior,-1
8.481943177427082,32.04584757395408,mage,-1,2.347745260763239,20.836950589827026,mage,1,7.25704244100501,26.85029325492962,mage,4,5.745012106060839,16.6566094860107,mage,6,4.489523237845834,24.136134767737037,hunter,6,5.182052501651763,13.061933463978548,hunter,4,5.356231526040119,18.992184421256617,mage,4,1.86282187394352,33.155402043454075,warrior,9,8.122877993677816,27.798386768242903,warrior,-1
8.481943177427082,32.04584757395408,mage,-1,3.163753679133145,22.419681195802262,mage,-1,7.25704244100501,26.85029325492962,mage,4,5.745012106060839,16.6566094860107,mage,6,3.3816592064976305,24.96214417488768,hunter,5,5.182052501651763,13.061933463978548,hunter,4,5.356231526040119,18.992184421256617,mage,4,1.8603017482834916,25.90814452637376,warrior,-1,4.534801081604096,20.53283471389186,warrior,10
8.481943177427082,32.04584757395408,mage,-1,3.163753679133145,22.419681195802262,mage,-1,7.25704244100501,26.85029325492962,mage,4,5.745012106060839,16.6566094860107,mage,6,3.3816592064976305,24.96214417488768,warrior,9,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,warrior,0,4.534801081604096,20.53283471389186,warrior,10
8.481943177427082,32.04584757395408,mage,-1,3.163753679133145,22.419681195802262,mage,-1,7.227209254860242,26.583489762580296,mage,4,5.745012106060839,16.6566094860107,mage,6,2.846985671382744,22.410305770392032,warrior,9,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,warrior,0,4.534801081604096,20.53283471389186,warrior,10
3.5154232152948515,21.78567440122246,mage,2,3.163753679133145,22.419681195802262,mage,-1,7.123096493833607,26.06999069947774,mage,4,5.745012106060839,16.6566094860107,mage,6,2.846985671382744,22.410305770392032,warrior,9,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,warrior,0,4.534801081604096,20.53283471389186,warrior,10
3.5154232152948515,21.78567440122246,mage,2,3.163753679133145,22.419681195802262,mage,-1,7.123096493833607,26.06999069947774,mage,4,5.745012106060839,16.6566094860107,mage,6,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,warrior,0,4.534801081604096,20.53283471389186,warrior,10
3.5154232152948515,21.78567440122246,mage,2,3.163753679133145,22.419681195802262,mage,-1,7.123096493833607,26.06999069947774,mage,4,5.745012106060839,16.6566094860107,mage,6,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,warrior,0,4.534801081604096,20.53283471389186,warrior,10
3.5154232152948515,21.78567440122246,mage,2,1.5777377834410982,31.591356986868494,mage,7,7.123096493833607,26.06999069947774,mage,4,5.745012106060839,16.6566094860107,mage,6,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,warrior,0,4.534801081604096,20.53283471389186,warrior,10
3.5154232152948515,21.78567440122246,mage,2,1.5777377834410982,31.591356986868494,mage,7,7.123096493833607,26.06999069947774,mage,4,5.745012106060839,16.6566094860107,mage,6,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,warrior,0,4.534801081604096,20.53283471389186,warrior,10
2.8060730732362718,19.298825597980727,mage,2,1.5777377834410982,31.591356986868494,mage,7,7.123096493833607,26.06999069947774,mage,4,5.745012106060839,16.6566094860107,mage,6,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,warrior,0,4.534801081604096,20.53283471389186,warrior,10
2.8060730732362718,19.298825597980727,mage,2,1.5777377834410982,31.591356986868494,mage,7,7.123096493833607,26.06999069947774,mage,4,5.745012106060839,16.6566094860107,mage,6,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,warrior,0,4.534801081604096,20.53283471389186,warrior,10
2.8060730732362718,19.298825597980727,mage,2,1.5777377834410982,31.591356986868494,mage,7,7.123096493833607,26.06999069947774,mage,4,5.745012106060839,16.6566094860107,mage,6,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,warrior,0,4.534801081604096,20.53283471389186,warrior,10
2.8060730732362718,19.298825597980727,mage,2,1.5777377834410982,31.591356986868494,mage,7,7.123096493833607,26.06999069947774,mage,4,5.745012106060839,16.6566094860107,mage,6,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,warrior,0,4.534801081604096,20.53283471389186,warrior,10
2.8060730732362718,19.298825597980727,mage,2,1.5777377834410982,31.591356986868494,mage,7,7.123096493833607,26.06999069947774,mage,4,5.745012106060839,16.6566094860107,mage,6,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,warrior,0,4.534801081604096,20.53283471389186,warrior,10
2.8060730732362718,19.298825597980727,mage,2,1.5777377834410982,31.591356986868494,mage,7,7.123096493833607,26.06999069947774,mage,4,5.745012106060839,16.6566094860107,mage,6,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,4.534801081604096,20.53283471389186,warrior,10
2.8060730732362718,19.298825597980727,mage,2,1.5777377834410982,31.591356986868494,mage,7,7.123096493833607,26.06999069947774,mage,4,5.745012106060839,16.6566094860107,mage,6,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,4.534801081604096,20.53283471389186,warrior,10
2.8060730732362718,19.298825597980727,mage,2,1.5777377834410982,31.591356986868494,hunter,-1,7.123096493833607,26.06999069947774,mage,4,5.745012106060839,16.6566094860107,mage,6,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,mage,4,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,4.534801081604096,20.53283471389186,warrior,10
2.8060730732362718,19.298825597980727,mage,2,1.5777377834410982,31.591356986868494,hunter,-1,7.123096493833607,26.06999069947774,mage,4,5.745012106060839,16.6566094860107,mage,6,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,mage,4,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,4.534801081604096,20.53283471389186,warrior,10
2.8060730732362718,19.298825597980727,mage,2,1.5777377834410982,31.591356986868494,hunter,-1,7.123096493833607,26.06999069947774,mage,4,5.745012106060839,16.6566094860107,warrior,11,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,mage,4,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,4.534801081604096,20.53283471389186,warrior,10
2.8060730732362718,19.298825597980727,mage,2,1.5777377834410982,31.591356986868494,hunter,-1,7.123096493833607,26.06999069947774,mage,4,5.745012106060839,16.6566094860107,warrior,11,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,mage,4,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,warrior,11
2.8060730732362718,19.298825597980727,mage,2,1.5777377834410982,31.591356986868494,hunter,-1,7.123096493833607,26.06999069947774,mage,4,5.745012106060839,16.6566094860107,warrior,11,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,mage,4,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,warrior,11
2.8060730732362718,19.298825597980727,mage,2,2.4025603420937305,27.746756348176486,hunter,6,7.123096493833607,26.06999069947774,mage,4,5.603438166232445,17.30179261177713,warrior,11,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,mage,4,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,mage,7,5.439058221765478,19.63092208832877,warrior,11
2.8060730732362718,19.298825597980727,mage,2,2.4025603420937305,27.746756348176486,hunter,6,7.123096493833607,26.06999069947774,mage,4,5.603438166232445,17.30179261177713,warrior,11,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,mage,4,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,mage,7,5.439058221765478,19.63092208832877,warrior,11
2.8060730732362718,19.298825597980727,mage,2,2.4025603420937305,27.746756348176486,hunter,6,7.123096493833607,26.06999069947774,mage,4,5.603438166232445,17.30179261177713,warrior,11,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,mage,4,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,warrior,11
2.8060730732362718,19.298825597980727,mage,2,2.4025603420937305,27.746756348176486,warrior,9,7.123096493833607,26.06999069947774,mage,4,5.603438166232445,17.30179261177713,warrior,11,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,mage,4,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,warrior,11
2.8060730732362718,19.298825597980727,mage,2,2.4025603420937305,27.746756348176486,warrior,9,7.123096493833607,26.06999069947774,mage,4,5.603438166232445,17.30179261177713,warrior,11,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,mage,4,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,warrior,11
2.8060730732362718,19.298825597980727,mage,2,2.4025603420937305,27.746756348176486,warrior,9,7.123096493833607,26.06999069947774,mage,4,5.603438166232445,17.30179261177713,warrior,11,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,mage,4,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,warrior,11
2.8060730732362718,19.298825597980727,mage,2,2.4025603420937305,27.746756348176486,warrior,9,7.123096493833607,26.06999069947774,mage,4,5.603438166232445,17.30179261177713,warrior,11,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,mage,4,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,warrior,11
2.8060730732362718,19.298825597980727,mage,2,2.4025603420937305,27.746756348176486,warrior,9,7.123096493833607,26.06999069947774,mage,4,5.603438166232445,17.30179261177713,warrior,11,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,mage,4,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,hunter,0
2.8060730732362718,19.298825597980727,mage,2,2.4025603420937305,27.746756348176486,warrior,9,7.123096493833607,26.06999069947774,mage,4,5.603438166232445,17.30179261177713,warrior,11,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,mage,4,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,hunter,0
1.4606844484736137,24.997350961679324,mage,7,2.4025603420937305,27.746756348176486,warrior,9,7.123096493833607,26.06999069947774,mage,4,5.603438166232445,17.30179261177713,warrior,11,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,mage,4,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,hunter,0
1.4606844484736137,24.997350961679324,mage,7,2.4025603420937305,27.746756348176486,warrior,9,7.123096493833607,26.06999069947774,mage,4,5.603438166232445,17.30179261177713,warrior,11,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,mage,4,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,hunter,0
1.4606844484736137,24.997350961679324,mage,7,5.388498262343349,16.36347985786881,warrior,11,7.123096493833607,26.06999069947774,mage,4,5.218233717280333,18.67375670829099,mage,4,5.3288512364929215,19.376110816482992,warrior,11,5.182052501651763,13.061933463978548,mage,4,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,hunter,0
1.4606844484736137,24.997350961679324,mage,7,5.388498262343349,16.36347985786881,warrior,11,7.123096493833607,26.06999069947774,mage,4,5.218233717280333,18.67375670829099,mage,4,5.3288512364929215,19.376110816482992,mage,4,5.182052501651763,13.061933463978548,mage,4,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,hunter,0
1.4606844484736137,24.997350961679324,mage,7,5.388498262343349,16.36347985786881,warrior,11,7.123096493833607,26.06999069947774,mage,4,5.218233717280333,18.67375670829099,mage,4,5.3288512364929215,19.376110816482992,mage,4,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,hunter,0
1.4606844484736137,24.997350961679324,mage,7,5.388498262343349,16.36347985786881,warrior,11,7.123096493833607,26.06999069947774,mage,4,5.218233717280333,18.67375670829099,mage,4,5.3288512364929215,19.376110816482992,mage,4,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,hunter,0
1.4606844484736137,24.997350961679324,warrior,-1,5.388498262343349,16.36347985786881,warrior,11,7.123096493833607,26.06999069947774,mage,4,5.218233717280333,18.67375670829099,mage,4,5.3288512364929215,19.376110816482992,mage,4,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,hunter,0
1.4606844484736137,24.997350961679324,warrior,-1,5.388498262343349,16.36347985786881,warrior,11,7.123096493833607,26.06999069947774,mage,4,5.218233717280333,18.67375670829099,mage,4,5.3288512364929215,19.376110816482992,mage,4,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,hunter,0
1.4606844484736137,24.997350961679324,warrior,-1,5.388498262343349,16.36347985786881,warrior,11,7.123096493833607,26.06999069947774,mage,4,5.218233717280333,18.67375670829099,mage,4,5.3288512364929215,19.376110816482992,mage,4,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,hunter,0
5.791081868726409,25.780048325609137,warrior,0,5.388498262343349,16.36347985786881,warrior,11,7.123096493833607,26.06999069947774,mage,4,5.218233717280333,18.67375670829099,mage,4,5.3288512364929215,19.376110816482992,mage,4,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,hunter,0
5.791081868726409,25.780048325609137,warrior,0,5.388498262343349,16.36347985786881,hunter,3,7.123096493833607,26.06999069947774,mage,4,5.218233717280333,18.67375670829099,mage,4,5.3288512364929215,19.376110816482992,mage,4,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,hunter,0
5.791081868726409,25.780048325609137,warrior,0,5.388498262343349,16.36347985786881,hunter,3,7.123096493833607,26.06999069947774,mage,4,5.218233717280333,18.67375670829099,mage,4,5.3288512364929215,19.376110816482992,mage,4,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,hunter,0
5.791081868726409,25.780048325609137,warrior,0,5.388498262343349,16.36347985786881,hunter,3,7.123096493833607,26.06999069947774,mage,4,5.218233717280333,18.67375670829099,mage,4,5.3288512364929215,19.376110816482992,mage,4,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,hunter,6,5.439058221765478,19.63092208832877,hunter,0
5.791081868726409,25.780048325609137,warrior,0,5.388498262343349,16.36347985786881,hunter,3,7.123096493833607,26.06999069947774,mage,4,5.218233717280333,18.67375670829099,mage,4,5.3288512364929215,19.376110816482992,mage,4,5.182052501651763,13.061933463978548,warrior,7,5.356231526040119,18.992184421256617,mage,4,3.004927380761099,33.676944019176084,mage,7,5.439058221765478,19.63092208832877,hunter,0
